1. How many years of experience do you have as a doctor?,"2. Have you published any research papers? If yes, please provide details.",3. How often do you attend medical conferences to update your knowledge and skills?,"4. Do you engage in teaching or mentoring activities? If yes, please provide details.","5. On a scale of 1-10, rate your overall performance as a doctor.",6. Have you received positive feedback or testimonials from patients or colleagues?,7. Are you involved in any medical committees or professional organizations?,salary_bonus_decision
1,No,Sometimes,Yes,2,No,Yes,No
1,Yes,Sometimes,No,3,No,No,No
5,No,Never,Yes,8,No,Yes,No
5,Yes,Sometimes,Yes,10,Yes,No,Yes
4,No,Always,Yes,10,Yes,No,Yes
2,Yes,Never,Yes,5,Yes,Yes,Yes
1,No,Rarely,Yes,7,Yes,No,No
3,No,Always,No,7,Yes,No,No
3,Yes,Never,Yes,7,No,No,No
3,No,Rarely,Yes,7,Yes,No,No
3,Yes,Never,No,9,No,No,No
5,Yes,Always,Yes,4,No,Yes,No
5,No,Always,Yes,5,Yes,No,Yes
4,No,Rarely,Yes,6,Yes,Yes,Yes
3,No,Frequently,No,10,Yes,No,No
3,No,Frequently,Yes,8,Yes,Yes,Yes
1,No,Always,No,10,No,No,No
2,No,Sometimes,No,8,Yes,Yes,No
2,Yes,Never,No,10,Yes,No,No
1,Yes,Sometimes,No,5,Yes,Yes,No
1,No,Always,Yes,9,Yes,Yes,Yes
1,No,Never,No,6,Yes,No,No
2,No,Always,No,6,Yes,No,No
3,Yes,Sometimes,Yes,10,No,No,Yes
5,Yes,Always,Yes,1,Yes,No,Yes
5,Yes,Never,No,1,No,No,No
4,Yes,Rarely,Yes,7,Yes,No,Yes
2,Yes,Always,Yes,9,No,Yes,Yes
4,No,Rarely,No,9,No,Yes,No
3,Yes,Frequently,No,4,Yes,No,No
4,No,Always,Yes,9,No,Yes,Yes
4,No,Frequently,Yes,2,No,Yes,No
2,Yes,Frequently,Yes,2,Yes,No,No
3,No,Always,Yes,1,No,Yes,No
3,Yes,Never,No,2,Yes,Yes,No
3,Yes,Always,Yes,8,No,Yes,Yes
5,No,Sometimes,No,2,Yes,No,No
1,Yes,Frequently,Yes,4,Yes,No,No
5,No,Always,Yes,2,No,No,No
4,Yes,Rarely,Yes,5,Yes,Yes,Yes
1,Yes,Never,No,3,No,No,No
5,No,Always,No,8,Yes,No,No
2,Yes,Always,Yes,6,No,Yes,Yes
4,No,Sometimes,Yes,10,No,Yes,Yes
1,No,Never,No,7,No,No,No
2,Yes,Rarely,No,10,Yes,Yes,Yes
2,No,Frequently,No,3,No,Yes,No
3,No,Rarely,No,9,Yes,Yes,No
4,Yes,Sometimes,No,10,No,Yes,Yes
4,No,Always,No,1,No,No,No
1,Yes,Sometimes,No,4,Yes,No,No
2,Yes,Always,Yes,1,No,No,No
3,No,Sometimes,Yes,8,Yes,No,No
1,Yes,Never,No,8,No,Yes,No
1,No,Sometimes,Yes,4,No,No,No
1,No,Frequently,No,4,No,No,No
2,No,Rarely,Yes,9,No,Yes,No
3,Yes,Sometimes,Yes,4,No,Yes,No
3,No,Frequently,Yes,5,Yes,Yes,Yes
2,Yes,Frequently,Yes,8,Yes,Yes,Yes
2,No,Rarely,Yes,5,Yes,No,No
4,Yes,Never,No,5,Yes,No,No
4,Yes,Rarely,No,6,No,No,No
5,No,Never,Yes,7,Yes,No,No
1,No,Sometimes,No,9,Yes,Yes,No
5,Yes,Never,No,5,Yes,Yes,No
5,No,Rarely,Yes,1,Yes,No,No
4,No,Never,No,1,No,Yes,No
1,Yes,Never,No,10,Yes,Yes,Yes
4,Yes,Always,Yes,10,No,Yes,Yes
4,No,Always,No,1,Yes,Yes,No
2,Yes,Never,No,6,No,No,No
4,Yes,Sometimes,Yes,3,No,Yes,No
2,Yes,Always,No,1,No,Yes,No
5,Yes,Rarely,Yes,2,Yes,No,No
4,Yes,Sometimes,Yes,3,Yes,No,No
1,No,Frequently,Yes,10,Yes,No,Yes
3,Yes,Sometimes,Yes,10,No,Yes,Yes
5,No,Never,No,5,Yes,Yes,No
1,Yes,Always,Yes,9,No,Yes,Yes
4,No,Sometimes,No,2,Yes,Yes,No
5,Yes,Frequently,Yes,4,Yes,Yes,Yes
1,No,Sometimes,Yes,7,Yes,No,No
2,No,Rarely,Yes,8,Yes,No,No
5,Yes,Sometimes,Yes,2,Yes,No,No
2,Yes,Frequently,No,4,No,No,No
5,Yes,Sometimes,Yes,5,Yes,No,Yes
4,Yes,Frequently,Yes,9,No,Yes,Yes
2,Yes,Never,No,5,No,No,No
3,Yes,Always,No,8,Yes,No,Yes
1,No,Never,Yes,4,Yes,Yes,No
2,Yes,Never,Yes,2,Yes,Yes,No
2,Yes,Rarely,Yes,6,Yes,No,Yes
5,No,Rarely,No,4,No,Yes,No
4,No,Never,No,9,Yes,No,No
5,Yes,Frequently,Yes,7,No,No,Yes
1,No,Frequently,No,4,Yes,No,No
5,No,Rarely,Yes,6,Yes,No,No
1,Yes,Never,No,9,Yes,Yes,Yes
4,Yes,Rarely,No,2,Yes,No,No
1,Yes,Never,No,10,Yes,No,No
5,No,Never,No,10,Yes,No,No
5,Yes,Rarely,No,8,No,No,No
4,Yes,Sometimes,Yes,3,No,No,No
5,No,Always,Yes,5,Yes,No,Yes
5,No,Never,No,6,No,Yes,No
2,Yes,Sometimes,No,2,No,No,No
4,Yes,Sometimes,No,3,No,Yes,No
3,Yes,Rarely,Yes,10,No,Yes,Yes
2,No,Frequently,No,9,No,No,No
4,Yes,Rarely,Yes,6,Yes,No,Yes
1,Yes,Always,Yes,7,Yes,No,Yes
1,No,Never,No,9,Yes,No,No
3,Yes,Always,No,9,Yes,Yes,Yes
4,No,Sometimes,Yes,2,No,No,No
1,No,Sometimes,Yes,4,No,Yes,No
3,Yes,Never,Yes,7,Yes,No,Yes
4,Yes,Always,No,3,No,Yes,No
4,Yes,Never,Yes,3,No,Yes,No
1,Yes,Frequently,Yes,9,Yes,Yes,Yes
4,No,Never,No,7,Yes,No,No
4,Yes,Frequently,No,2,Yes,No,No
3,No,Rarely,Yes,4,No,No,No
1,Yes,Never,No,5,Yes,Yes,No
2,Yes,Always,No,8,No,Yes,No
5,Yes,Rarely,No,5,Yes,Yes,No
3,Yes,Sometimes,No,8,No,Yes,No
4,No,Sometimes,Yes,6,No,Yes,No
3,Yes,Sometimes,Yes,4,Yes,Yes,No
3,No,Never,Yes,9,No,No,No
1,No,Always,Yes,2,No,No,No
5,No,Never,No,6,No,No,No
5,Yes,Always,No,1,Yes,Yes,No
3,Yes,Always,Yes,9,No,No,Yes
3,Yes,Frequently,Yes,6,No,Yes,Yes
3,Yes,Rarely,Yes,7,No,No,No
3,No,Sometimes,No,5,No,Yes,No
1,No,Sometimes,Yes,10,Yes,Yes,Yes
4,Yes,Always,Yes,3,No,No,No
2,No,Rarely,Yes,1,Yes,Yes,No
3,Yes,Rarely,No,8,Yes,Yes,Yes
3,No,Never,No,5,No,No,No
3,Yes,Rarely,Yes,2,No,Yes,No
1,No,Never,No,8,Yes,Yes,No
2,Yes,Rarely,Yes,4,Yes,Yes,No
4,Yes,Never,Yes,2,Yes,No,No
2,No,Rarely,Yes,5,Yes,No,No
3,Yes,Sometimes,No,9,Yes,Yes,Yes
5,Yes,Sometimes,Yes,8,Yes,Yes,Yes
3,No,Always,Yes,8,No,No,No
5,Yes,Sometimes,No,3,No,No,No
1,Yes,Sometimes,Yes,3,Yes,No,No
4,Yes,Sometimes,No,2,Yes,No,No
2,Yes,Rarely,No,5,No,No,No
5,Yes,Rarely,Yes,3,No,Yes,No
3,Yes,Always,No,10,No,Yes,Yes
2,Yes,Always,Yes,1,Yes,Yes,Yes
3,No,Always,Yes,7,No,No,No
1,Yes,Never,Yes,5,No,No,No
4,Yes,Sometimes,No,6,No,Yes,No
1,Yes,Sometimes,Yes,4,No,No,No
4,No,Frequently,No,4,Yes,Yes,No
3,No,Never,No,4,No,No,No
3,Yes,Rarely,Yes,3,Yes,Yes,No
4,No,Never,Yes,6,Yes,No,No
5,Yes,Frequently,No,9,Yes,Yes,Yes
3,No,Never,Yes,1,No,No,No
1,No,Always,No,7,Yes,Yes,No
2,Yes,Always,No,8,No,No,No
4,Yes,Always,Yes,10,Yes,No,Yes
1,No,Always,No,10,No,Yes,No
1,Yes,Always,Yes,2,No,No,No
2,No,Always,Yes,2,Yes,No,No
1,Yes,Always,No,4,No,Yes,No
5,Yes,Sometimes,Yes,3,No,No,No
5,Yes,Never,No,3,Yes,Yes,No
3,No,Sometimes,No,3,No,Yes,No
1,Yes,Frequently,Yes,7,Yes,No,Yes
5,No,Never,No,7,Yes,No,No
5,No,Always,No,6,Yes,No,No
2,Yes,Frequently,No,6,Yes,No,No
4,No,Rarely,No,2,No,Yes,No
4,No,Always,No,6,No,No,No
5,No,Never,No,2,Yes,Yes,No
3,No,Sometimes,No,3,Yes,Yes,No
4,No,Always,No,10,Yes,Yes,Yes
1,No,Always,No,1,No,Yes,No
4,No,Frequently,No,2,Yes,Yes,No
2,Yes,Never,Yes,1,Yes,Yes,No
5,No,Always,Yes,2,Yes,No,No
1,No,Always,Yes,7,No,No,No
1,No,Rarely,Yes,6,Yes,Yes,No
1,Yes,Frequently,Yes,1,Yes,Yes,Yes
1,No,Never,Yes,10,Yes,No,No
2,No,Sometimes,No,3,No,No,No
5,No,Frequently,No,5,No,No,No
5,No,Frequently,No,4,No,Yes,No
1,No,Always,Yes,9,No,Yes,Yes
4,No,Sometimes,No,2,Yes,Yes,No
2,No,Never,Yes,2,No,Yes,No
4,No,Never,No,10,No,Yes,No
5,No,Never,No,2,No,No,No
3,Yes,Always,No,4,No,Yes,No
1,Yes,Frequently,No,10,Yes,No,Yes
2,Yes,Never,Yes,7,Yes,Yes,Yes
1,No,Sometimes,Yes,10,No,Yes,No
3,No,Sometimes,Yes,5,No,No,No
3,Yes,Sometimes,No,7,No,No,No
4,No,Frequently,No,8,No,Yes,No
4,No,Always,No,5,No,No,No
2,No,Always,No,1,Yes,Yes,No
4,Yes,Frequently,Yes,1,Yes,No,No
5,No,Frequently,Yes,1,No,Yes,No
1,Yes,Sometimes,Yes,2,No,Yes,No
4,No,Rarely,No,3,Yes,No,No
1,Yes,Rarely,Yes,10,Yes,No,Yes
1,No,Sometimes,No,9,No,No,No
4,No,Never,No,2,No,No,No
2,No,Frequently,Yes,4,No,No,No
4,Yes,Frequently,No,8,No,Yes,No
4,No,Sometimes,Yes,2,Yes,No,No
4,Yes,Frequently,No,6,No,Yes,No
2,No,Frequently,Yes,5,Yes,Yes,Yes
1,Yes,Frequently,No,8,Yes,Yes,Yes
3,No,Frequently,No,7,No,No,No
2,No,Frequently,Yes,1,Yes,No,No
4,No,Frequently,Yes,4,Yes,Yes,No
2,Yes,Never,Yes,9,Yes,No,Yes
1,Yes,Always,No,2,Yes,No,No
5,Yes,Rarely,No,10,No,No,No
5,Yes,Always,No,2,No,Yes,No
2,No,Frequently,No,8,No,Yes,No
2,No,Sometimes,Yes,2,Yes,Yes,No
3,Yes,Frequently,No,8,No,Yes,No
2,No,Sometimes,Yes,3,No,No,No
3,Yes,Sometimes,Yes,2,No,Yes,No
2,Yes,Frequently,No,8,Yes,Yes,Yes
1,Yes,Sometimes,No,8,Yes,Yes,Yes
3,No,Rarely,No,5,No,Yes,No
3,Yes,Always,No,10,No,Yes,Yes
1,Yes,Sometimes,Yes,4,No,Yes,No
1,Yes,Sometimes,Yes,8,No,No,No
2,Yes,Sometimes,No,6,Yes,Yes,Yes
2,Yes,Sometimes,No,2,No,Yes,No
4,No,Frequently,No,8,No,Yes,No
1,Yes,Frequently,No,10,Yes,Yes,Yes
2,Yes,Frequently,Yes,9,No,Yes,Yes
4,Yes,Frequently,Yes,10,No,No,Yes
4,Yes,Never,Yes,9,No,Yes,Yes
2,No,Frequently,No,4,No,Yes,No
4,No,Sometimes,Yes,10,No,No,No
1,No,Sometimes,No,1,No,Yes,No
2,No,Never,No,6,Yes,Yes,No
3,No,Sometimes,No,2,Yes,Yes,No
2,No,Frequently,No,6,No,No,No
1,No,Frequently,Yes,3,Yes,Yes,No
4,No,Frequently,No,1,Yes,No,No
2,No,Never,Yes,5,Yes,Yes,No
2,No,Always,No,7,No,No,No
1,No,Frequently,Yes,1,Yes,No,No
4,No,Never,No,3,No,Yes,No
2,Yes,Frequently,No,7,No,No,No
3,Yes,Never,No,3,No,Yes,No
4,Yes,Frequently,Yes,9,Yes,No,Yes
5,Yes,Frequently,No,4,No,Yes,No
1,Yes,Sometimes,No,2,No,Yes,No
2,No,Never,Yes,1,Yes,No,No
3,Yes,Always,Yes,10,Yes,Yes,Yes
2,No,Always,Yes,9,No,Yes,Yes
5,No,Sometimes,Yes,10,No,No,No
2,No,Never,No,7,Yes,No,No
2,No,Never,No,1,No,No,No
1,Yes,Frequently,Yes,6,Yes,Yes,Yes
3,Yes,Always,Yes,6,No,Yes,Yes
2,Yes,Never,No,3,Yes,No,No
1,No,Always,Yes,6,Yes,Yes,Yes
2,Yes,Never,Yes,10,Yes,Yes,Yes
2,Yes,Always,Yes,8,Yes,No,Yes
1,Yes,Always,Yes,6,Yes,Yes,Yes
5,No,Never,No,9,Yes,Yes,No
2,Yes,Never,No,2,Yes,Yes,No
3,Yes,Rarely,Yes,7,No,No,No
2,Yes,Never,Yes,1,No,No,No
2,No,Sometimes,Yes,2,Yes,No,No
5,No,Rarely,Yes,6,No,Yes,No
1,Yes,Rarely,No,6,Yes,No,No
2,No,Always,Yes,2,No,Yes,No
5,No,Frequently,Yes,8,Yes,No,Yes
2,Yes,Rarely,No,9,Yes,No,No
5,Yes,Rarely,Yes,10,No,No,Yes
5,No,Never,No,1,No,No,No
1,Yes,Rarely,No,10,Yes,Yes,Yes
3,No,Sometimes,Yes,5,Yes,No,No
2,Yes,Frequently,Yes,6,Yes,Yes,Yes
1,Yes,Never,Yes,3,Yes,Yes,No
2,No,Never,Yes,7,Yes,Yes,No
4,Yes,Sometimes,Yes,3,Yes,No,No
5,Yes,Always,Yes,9,No,No,Yes
1,Yes,Rarely,No,9,No,No,No
4,Yes,Rarely,Yes,10,No,Yes,Yes
5,Yes,Rarely,Yes,10,No,Yes,Yes
5,No,Never,No,5,No,Yes,No
5,No,Rarely,Yes,8,No,No,No
2,No,Rarely,No,7,Yes,No,No
1,Yes,Never,Yes,6,Yes,Yes,Yes
1,Yes,Rarely,No,4,No,No,No
3,No,Always,No,2,No,Yes,No
2,Yes,Never,No,9,No,Yes,No
4,No,Sometimes,Yes,7,Yes,Yes,Yes
2,Yes,Always,No,1,Yes,No,No
5,No,Always,No,6,No,No,No
5,No,Always,Yes,6,No,No,No
1,Yes,Rarely,No,6,No,Yes,No
1,Yes,Rarely,No,4,Yes,Yes,No
1,Yes,Sometimes,No,3,No,No,No
4,Yes,Never,Yes,7,No,No,No
3,Yes,Never,Yes,10,Yes,No,Yes
4,Yes,Sometimes,No,4,Yes,No,No
5,Yes,Sometimes,Yes,9,No,Yes,Yes
2,Yes,Always,No,8,Yes,Yes,Yes
1,No,Rarely,No,3,No,No,No
1,No,Never,Yes,2,Yes,No,No
2,Yes,Frequently,Yes,10,No,Yes,Yes
1,No,Always,Yes,9,Yes,No,Yes
5,Yes,Never,Yes,4,No,No,No
5,No,Frequently,No,7,No,No,No
1,Yes,Frequently,Yes,8,No,No,Yes
3,No,Frequently,No,7,Yes,Yes,No
4,No,Rarely,Yes,3,Yes,Yes,No
3,Yes,Frequently,Yes,10,Yes,No,Yes
2,No,Rarely,No,1,Yes,No,No
5,No,Sometimes,Yes,4,Yes,No,No
1,Yes,Never,Yes,3,Yes,No,No
5,No,Always,No,1,No,Yes,No
2,Yes,Rarely,Yes,6,No,Yes,No
3,Yes,Always,Yes,4,Yes,No,No
4,No,Never,No,6,No,Yes,No
3,Yes,Sometimes,Yes,4,No,Yes,No
3,Yes,Frequently,Yes,8,No,No,Yes
3,Yes,Rarely,Yes,1,Yes,Yes,No
3,Yes,Never,No,5,Yes,Yes,No
3,Yes,Always,No,8,No,Yes,No
3,No,Always,Yes,5,Yes,No,No
2,Yes,Always,Yes,2,Yes,No,No
3,Yes,Never,No,3,No,Yes,No
2,No,Never,Yes,5,No,Yes,No
2,Yes,Sometimes,No,3,No,No,No
2,No,Sometimes,No,7,No,Yes,No
5,Yes,Frequently,Yes,9,Yes,No,Yes
3,Yes,Frequently,No,2,Yes,Yes,No
2,No,Sometimes,No,5,Yes,Yes,No
3,Yes,Never,Yes,4,No,Yes,No
5,No,Frequently,Yes,4,Yes,Yes,No
2,Yes,Always,Yes,5,Yes,No,Yes
2,No,Frequently,Yes,2,Yes,Yes,No
1,No,Frequently,Yes,9,No,Yes,No
2,Yes,Rarely,Yes,2,Yes,Yes,No
1,No,Always,Yes,6,No,No,No
5,Yes,Frequently,Yes,3,Yes,Yes,Yes
2,Yes,Sometimes,Yes,1,Yes,No,No
1,No,Never,No,1,No,No,No
3,No,Frequently,Yes,4,No,Yes,No
5,Yes,Sometimes,Yes,1,Yes,Yes,Yes
4,No,Rarely,No,7,Yes,No,No
3,No,Always,No,8,No,Yes,No
2,Yes,Sometimes,No,6,Yes,No,No
3,No,Frequently,No,4,Yes,No,No
4,Yes,Always,Yes,3,No,Yes,No
4,Yes,Never,No,5,No,Yes,No
1,Yes,Always,Yes,3,No,Yes,No
2,Yes,Frequently,No,5,No,Yes,No
1,No,Always,Yes,5,No,No,No
3,No,Always,No,3,No,Yes,No
3,No,Always,Yes,8,Yes,No,Yes
3,Yes,Never,Yes,9,No,Yes,Yes
3,No,Rarely,No,8,Yes,Yes,No
4,Yes,Frequently,Yes,7,Yes,Yes,Yes
1,Yes,Frequently,Yes,7,Yes,No,Yes
3,Yes,Always,Yes,2,No,Yes,No
4,No,Always,Yes,6,Yes,Yes,Yes
4,Yes,Sometimes,No,7,Yes,No,No
1,Yes,Rarely,Yes,8,No,Yes,Yes
1,No,Sometimes,No,2,No,No,No
2,Yes,Frequently,Yes,2,No,No,No
3,No,Frequently,No,7,No,No,No
1,No,Rarely,No,1,No,Yes,No
2,No,Sometimes,Yes,8,Yes,Yes,Yes
4,Yes,Sometimes,Yes,9,Yes,No,Yes
1,No,Always,Yes,1,Yes,No,No
2,Yes,Frequently,Yes,3,No,No,No
1,Yes,Never,Yes,6,Yes,No,Yes
2,No,Never,Yes,5,Yes,Yes,No
1,No,Always,Yes,10,No,Yes,Yes
2,No,Sometimes,Yes,4,No,Yes,No
3,Yes,Frequently,No,9,Yes,No,Yes
5,No,Never,No,1,No,No,No
2,No,Sometimes,Yes,10,No,No,No
2,No,Sometimes,No,10,Yes,No,No
1,Yes,Frequently,Yes,2,Yes,Yes,Yes
3,Yes,Frequently,No,1,No,Yes,No
1,Yes,Sometimes,Yes,8,Yes,Yes,Yes
2,Yes,Always,No,1,No,No,No
5,No,Always,No,3,No,No,No
4,Yes,Frequently,No,2,No,Yes,No
3,No,Never,No,6,Yes,Yes,No
2,No,Always,No,10,No,No,No
5,Yes,Frequently,No,4,Yes,No,No
2,No,Frequently,No,3,Yes,No,No
2,No,Frequently,Yes,7,Yes,No,No
1,No,Never,No,2,No,No,No
5,Yes,Sometimes,Yes,3,No,No,No
2,Yes,Frequently,No,6,No,Yes,No
2,No,Frequently,No,6,No,No,No
4,No,Sometimes,No,3,Yes,No,No
1,Yes,Always,No,1,Yes,No,No
4,No,Never,Yes,3,Yes,No,No
5,Yes,Never,Yes,3,Yes,Yes,No
5,No,Rarely,Yes,5,No,Yes,No
3,Yes,Rarely,Yes,6,No,No,No
4,Yes,Never,Yes,8,Yes,No,Yes
1,Yes,Never,Yes,10,No,No,No
2,Yes,Sometimes,No,2,Yes,No,No
4,No,Rarely,No,5,Yes,No,No
2,No,Never,Yes,7,No,No,No
3,Yes,Frequently,No,2,No,Yes,No
1,No,Never,Yes,3,No,No,No
3,Yes,Never,Yes,3,No,No,No
4,No,Always,Yes,1,Yes,No,No
5,Yes,Never,Yes,4,Yes,Yes,No
5,No,Sometimes,No,9,No,Yes,No
4,Yes,Frequently,Yes,5,No,No,No
5,No,Sometimes,Yes,2,Yes,No,No
4,Yes,Always,Yes,2,No,Yes,No
3,Yes,Sometimes,No,4,No,No,No
1,Yes,Always,Yes,8,Yes,No,Yes
4,No,Rarely,No,1,Yes,Yes,No
5,Yes,Frequently,Yes,7,No,No,Yes
5,Yes,Frequently,No,6,Yes,No,Yes
1,No,Sometimes,Yes,2,Yes,No,No
1,No,Never,No,10,Yes,No,No
2,No,Frequently,No,2,No,Yes,No
3,Yes,Never,Yes,10,Yes,No,Yes
3,No,Sometimes,No,1,No,Yes,No
2,Yes,Always,No,3,No,No,No
1,No,Never,Yes,10,Yes,Yes,Yes
2,Yes,Frequently,No,2,No,Yes,No
2,No,Never,Yes,3,Yes,No,No
1,No,Never,Yes,2,No,No,No
3,No,Always,No,5,No,Yes,No
3,Yes,Frequently,No,8,No,No,No
5,Yes,Always,No,7,Yes,Yes,Yes
3,No,Sometimes,Yes,10,Yes,Yes,Yes
1,Yes,Sometimes,Yes,10,Yes,No,Yes
1,No,Sometimes,No,6,No,No,No
2,Yes,Sometimes,No,1,No,Yes,No
1,Yes,Never,Yes,9,No,No,No
2,Yes,Sometimes,Yes,8,No,No,No
2,No,Sometimes,No,3,Yes,No,No
2,No,Always,Yes,3,No,Yes,No
2,No,Rarely,Yes,4,No,No,No
4,Yes,Frequently,Yes,2,No,Yes,No
3,Yes,Never,No,3,No,No,No
1,No,Sometimes,No,7,No,No,No
2,No,Sometimes,Yes,4,Yes,No,No
3,Yes,Frequently,Yes,10,No,No,Yes
1,No,Rarely,Yes,3,Yes,No,No
4,Yes,Rarely,No,1,No,No,No
4,No,Rarely,Yes,9,Yes,Yes,Yes
3,No,Never,Yes,3,No,Yes,No
5,Yes,Sometimes,Yes,7,Yes,No,Yes
2,Yes,Never,No,9,No,No,No
3,Yes,Always,Yes,9,Yes,Yes,Yes
2,Yes,Always,Yes,1,No,No,No
2,Yes,Sometimes,No,10,No,Yes,No
4,No,Frequently,Yes,4,Yes,Yes,No
2,No,Always,No,4,No,Yes,No
5,No,Frequently,No,9,No,Yes,No
1,No,Frequently,Yes,7,Yes,No,No
1,No,Always,Yes,6,No,No,No
5,No,Always,No,5,Yes,No,No
1,Yes,Rarely,Yes,6,Yes,Yes,Yes
4,Yes,Rarely,Yes,4,No,No,No
1,Yes,Sometimes,Yes,4,No,No,No
4,Yes,Frequently,No,9,Yes,Yes,Yes
2,No,Sometimes,No,1,Yes,Yes,No
2,No,Sometimes,Yes,8,No,No,No
2,Yes,Rarely,No,1,No,No,No
2,Yes,Always,Yes,10,Yes,No,Yes
5,No,Frequently,Yes,6,Yes,No,Yes
4,Yes,Rarely,No,8,Yes,Yes,Yes
1,No,Never,Yes,8,Yes,Yes,No
2,Yes,Never,Yes,6,No,Yes,No
4,No,Frequently,Yes,2,Yes,Yes,No
5,No,Never,No,4,No,No,No
4,Yes,Frequently,No,6,No,No,No
1,Yes,Sometimes,No,6,No,No,No
3,No,Frequently,Yes,5,Yes,Yes,Yes
1,No,Never,No,8,No,Yes,No
2,Yes,Always,No,5,Yes,Yes,Yes
5,No,Sometimes,Yes,4,No,Yes,No
2,Yes,Rarely,No,6,Yes,No,No
2,No,Frequently,No,6,Yes,Yes,No
2,No,Never,Yes,5,Yes,Yes,No
1,No,Always,No,3,Yes,No,No
3,No,Never,Yes,1,Yes,No,No
4,No,Never,Yes,10,No,No,No
4,No,Never,Yes,9,Yes,No,No
5,No,Always,No,4,No,Yes,No
2,No,Sometimes,No,3,No,Yes,No
1,No,Never,No,10,Yes,Yes,No
4,No,Never,No,4,Yes,Yes,No
1,No,Always,No,5,No,Yes,No
1,Yes,Rarely,Yes,8,Yes,Yes,Yes
5,No,Never,Yes,9,Yes,No,No
3,No,Never,Yes,4,Yes,Yes,No
1,Yes,Frequently,No,2,Yes,No,No
3,Yes,Always,No,4,No,No,No
3,Yes,Frequently,Yes,3,Yes,Yes,Yes
2,Yes,Frequently,No,7,No,No,No
1,Yes,Sometimes,No,5,Yes,Yes,No
3,No,Always,Yes,3,No,No,No
2,Yes,Sometimes,Yes,9,Yes,No,Yes
1,No,Frequently,No,10,No,No,No
5,No,Frequently,No,1,No,Yes,No
5,Yes,Frequently,Yes,3,Yes,No,No
4,Yes,Frequently,No,8,Yes,Yes,Yes
1,No,Sometimes,Yes,4,Yes,No,No
5,No,Never,Yes,1,No,Yes,No
3,No,Frequently,Yes,3,Yes,No,No
5,No,Always,No,4,No,Yes,No
3,No,Frequently,Yes,3,Yes,Yes,No
1,No,Sometimes,No,2,No,Yes,No
1,Yes,Never,No,6,No,No,No
4,Yes,Rarely,Yes,10,No,Yes,Yes
1,Yes,Rarely,Yes,1,No,Yes,No
2,Yes,Sometimes,Yes,1,Yes,No,No
5,Yes,Rarely,No,2,No,No,No
4,No,Rarely,No,6,No,No,No
5,No,Always,No,10,Yes,Yes,Yes
1,Yes,Always,Yes,6,No,Yes,Yes
2,Yes,Sometimes,No,3,Yes,Yes,No
5,Yes,Sometimes,No,8,Yes,No,Yes
5,Yes,Rarely,No,8,Yes,No,No
4,No,Sometimes,No,7,No,Yes,No
5,Yes,Always,No,1,Yes,No,No
2,Yes,Frequently,Yes,8,No,Yes,Yes
2,Yes,Rarely,No,6,No,Yes,No
1,Yes,Frequently,Yes,6,No,No,No
2,Yes,Frequently,No,5,Yes,No,No
3,Yes,Rarely,No,2,No,No,No
2,No,Sometimes,No,6,No,Yes,No
1,No,Sometimes,Yes,2,Yes,Yes,No
3,Yes,Sometimes,Yes,4,No,Yes,No
2,No,Always,Yes,8,Yes,Yes,Yes
3,Yes,Frequently,Yes,2,No,Yes,No
2,Yes,Rarely,Yes,7,Yes,Yes,Yes
1,No,Sometimes,Yes,10,Yes,No,Yes
4,No,Rarely,No,5,Yes,Yes,No
2,No,Frequently,No,3,No,Yes,No
3,Yes,Never,Yes,9,No,Yes,Yes
5,No,Rarely,No,3,No,No,No
3,No,Frequently,Yes,8,No,Yes,No
1,No,Rarely,No,7,Yes,No,No
1,No,Always,No,8,Yes,Yes,No
5,Yes,Never,No,2,No,Yes,No
3,No,Always,No,3,No,No,No
5,Yes,Always,Yes,9,Yes,Yes,Yes
4,Yes,Rarely,No,5,No,Yes,No
5,No,Rarely,Yes,5,No,No,No
4,No,Sometimes,No,2,No,Yes,No
3,Yes,Never,No,8,Yes,No,No
1,Yes,Never,No,1,Yes,No,No
1,Yes,Frequently,Yes,3,Yes,No,No
1,Yes,Frequently,No,5,Yes,Yes,Yes
5,No,Never,No,7,Yes,Yes,No
3,No,Sometimes,No,3,No,No,No
2,Yes,Never,No,8,Yes,No,No
2,Yes,Frequently,No,9,Yes,Yes,Yes
4,No,Frequently,No,2,No,No,No
2,Yes,Never,Yes,1,No,Yes,No
1,No,Frequently,Yes,10,Yes,No,Yes
2,No,Never,Yes,2,No,Yes,No
1,No,Rarely,Yes,3,No,Yes,No
1,Yes,Always,No,4,Yes,No,No
1,Yes,Sometimes,Yes,6,Yes,No,Yes
2,No,Rarely,No,8,No,No,No
5,Yes,Rarely,Yes,8,Yes,Yes,Yes
3,No,Always,Yes,4,Yes,No,No
1,No,Never,No,5,No,Yes,No
4,No,Always,No,5,No,No,No
4,Yes,Never,No,1,Yes,Yes,No
5,Yes,Sometimes,No,3,Yes,No,No
5,Yes,Sometimes,No,1,No,Yes,No
4,Yes,Sometimes,No,1,No,No,No
1,Yes,Frequently,Yes,4,No,Yes,No
3,Yes,Rarely,No,7,Yes,No,No
5,No,Always,Yes,5,Yes,No,Yes
2,Yes,Sometimes,Yes,7,Yes,No,Yes
5,Yes,Frequently,No,7,No,Yes,No
4,No,Never,No,7,No,Yes,No
4,Yes,Rarely,Yes,8,No,Yes,Yes
4,Yes,Rarely,No,1,Yes,No,No
4,No,Sometimes,Yes,6,No,No,No
